fact_id,series_evidence_id,scope,component_key,component_name,catalog_position,variant_key,variant_label,field,label,reference_value,reference_unit,source_reference,source_level,verification_status,comparison_source_type,comparison_source_reference,comparison_value,conflict_note,lifecycle_status,target_sku,reviewed_by,reviewed_date,notes_internal
501d-rear-handle-presence,mig-series-501d,variant,rear-handle,Rear Handle,8,rear-handle,Rear Handle,component_presence,Catalog Component,Rear Handle,,Renqiu Ailesen welding catalog PDF page 13 (catalog pages 19-20).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Catalog-presence candidate only; exact identity requires confirmation.
501d-adaptor-nut-presence,mig-series-501d,variant,adaptor-nut,Adaptor Nut,9,adaptor-nut,Adaptor Nut,component_presence,Catalog Component,Adaptor Nut,,Renqiu Ailesen welding catalog PDF page 13 (catalog pages 19-20).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Catalog-presence candidate only; exact identity requires confirmation.
501d-swan-neck-media-interfaces,mig-series-501d,variant,swan-neck,Swan Neck,6,swan-neck,Swan Neck,connection,Visible Neck Media Interfaces,Multiple media interfaces visible,,Renqiu Ailesen welding catalog PDF page 13 (catalog pages 19-20).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,"Do not assign coolant, gas or power functions until a drawing or factory record identifies each interface."
501d-euro-connector-presence,mig-series-501d,variant,euro-connector,Euro Connector,10,euro-connector,Euro Connector,component_presence,Catalog Component,Euro Connector,,Renqiu Ailesen welding catalog PDF page 13 (catalog pages 19-20).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,"Pin, coolant, gas and power interfaces require confirmation."
501d-euro-connector-type,mig-series-501d,variant,euro-connector,Euro Connector,10,euro-connector,Euro Connector,connection,Catalog Connection Type,Euro Connector,,Renqiu Ailesen welding catalog PDF page 13 (catalog pages 19-20).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Generic label only; exact media and pin arrangement requires confirmation.
501d-connector-nut-presence,mig-series-501d,variant,connector-nut,Connector Nut,11,nut-m10x1,Nut M10 x 1,component_presence,Catalog Component,Nut M10 x 1,,Renqiu Ailesen welding catalog PDF page 13 (catalog pages 19-20).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm thread direction and dimensions.
501d-connector-nut-thread,mig-series-501d,variant,connector-nut,Connector Nut,11,nut-m10x1,Nut M10 x 1,thread,Catalog Thread,M10 x 1,,Renqiu Ailesen welding catalog PDF page 13 (catalog pages 19-20).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm thread direction and mating connection.
501d-liner-3-5m-presence,mig-series-501d,variant,torch-liner,Torch Liner,12,liner-3-5m,Torch Liner 3.5 m,component_presence,Catalog Component,Torch Liner for 1.0-1.2 mm wire / 3.5 m,,Renqiu Ailesen welding catalog PDF page 13 (catalog pages 19-20).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Candidate only; ends and construction require confirmation.
501d-liner-3-5m-wire,mig-series-501d,variant,torch-liner,Torch Liner,12,liner-3-5m,Torch Liner 3.5 m,wire_size,Catalog Wire Size,1.0-1.2,mm,Renqiu Ailesen welding catalog PDF page 13 (catalog pages 19-20).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm actual supported wire range.
501d-liner-3-5m-length,mig-series-501d,variant,torch-liner,Torch Liner,12,liner-3-5m,Torch Liner 3.5 m,cable_length,Catalog Liner Length,3.5,m,Renqiu Ailesen welding catalog PDF page 13 (catalog pages 19-20).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm actual supplied liner length.
501d-liner-5-5m-presence,mig-series-501d,variant,torch-liner,Torch Liner,12,liner-5-5m,Torch Liner 5.5 m,component_presence,Catalog Component,Torch Liner for 1.0-1.2 mm wire / 5.5 m,,Renqiu Ailesen welding catalog PDF page 13 (catalog pages 19-20).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Candidate only; ends and construction require confirmation.
501d-liner-5-5m-wire,mig-series-501d,variant,torch-liner,Torch Liner,12,liner-5-5m,Torch Liner 5.5 m,wire_size,Catalog Wire Size,1.0-1.2,mm,Renqiu Ailesen welding catalog PDF page 13 (catalog pages 19-20).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm actual supported wire range.
501d-liner-5-5m-length,mig-series-501d,variant,torch-liner,Torch Liner,12,liner-5-5m,Torch Liner 5.5 m,cable_length,Catalog Liner Length,5.5,m,Renqiu Ailesen welding catalog PDF page 13 (catalog pages 19-20).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm actual supplied liner length.
501d-rear-media-set-presence,mig-series-501d,variant,rear-media-connection-set,Rear Media Connection Set,assembly,rear-media-connection-set,Rear Media Connection Set,component_presence,Catalog Assembly Detail,Multiple rear media leads visible,,Renqiu Ailesen welding catalog PDF page 13 (catalog pages 19-20).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Visual presence only; connector functions are not identified.
501d-rear-media-set-connection,mig-series-501d,variant,rear-media-connection-set,Rear Media Connection Set,assembly,rear-media-connection-set,Rear Media Connection Set,connection,Visible Rear Media Connections,Multiple hose and conductor interfaces visible,,Renqiu Ailesen welding catalog PDF page 13 (catalog pages 19-20).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,"Confirm coolant supply, coolant return, gas, power and control assignments from a drawing or factory record."
15ak-series-designation,mig-series-15ak,series,15ak-series,15AK Catalog Reference Group,,15ak-series,15AK catalog reference group,series_designation,Series Designation,ORK 15AK,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section. Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Catalog designation only; it does not create a confirmed ArcFort Weld product series or universal fit claim.
15ak-series-compatibility-wording,mig-series-15ak,series,15ak-series,15AK Catalog Reference Group,,15ak-series,15AK catalog reference group,compatibility_statement,Catalog Compatibility Wording,Compatible torch and Parts For BINZEL,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section. Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Retained as catalog wording only. It does not confirm compatibility for any ArcFort Weld SKU.
15ak-air-valve-assembly-cooling,mig-series-15ak,family,air-valve-assembly,15AK Air-Valve Torch Catalog Assembly,,air-valve-assembly,15AK Air-Valve Torch Catalog Assembly,cooling_method,Catalog Cooling Method,Air cooled,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Catalog assembly reference only; confirm the exact supplied torch construction.
15ak-air-valve-assembly-rating,mig-series-15ak,family,air-valve-assembly,15AK Air-Valve Torch Catalog Assembly,,air-valve-assembly,15AK Air-Valve Torch Catalog Assembly,rating,Catalog Rating,100 A CO2 / 100 A mixed gases,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Do not publish as an ArcFort Weld rating without exact-product Level A confirmation and test conditions.
15ak-air-valve-assembly-duty-cycle,mig-series-15ak,family,air-valve-assembly,15AK Air-Valve Torch Catalog Assembly,,air-valve-assembly,15AK Air-Valve Torch Catalog Assembly,duty_cycle,Catalog Duty Cycle,35,%,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Catalog reference only; confirm the exact supplied torch and applicable test conditions.
15ak-air-valve-assembly-wire-size,mig-series-15ak,family,air-valve-assembly,15AK Air-Valve Torch Catalog Assembly,,air-valve-assembly,15AK Air-Valve Torch Catalog Assembly,wire_size,Catalog Wire Size Range,0.6-1.0,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,"Catalog assembly range only; confirm the selected liner, contact tip and welding wire together."
15ak-standard-assembly-cooling,mig-series-15ak,family,standard-assembly,15AK Complete Torch Catalog Assembly,,standard-assembly,15AK Complete Torch Catalog Assembly,cooling_method,Catalog Cooling Method,Air cooled,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Catalog assembly reference only; confirm the exact supplied torch construction.
15ak-standard-assembly-rating,mig-series-15ak,family,standard-assembly,15AK Complete Torch Catalog Assembly,,standard-assembly,15AK Complete Torch Catalog Assembly,rating,Catalog Rating,180 A CO2 / 150 A mixed gases,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Do not publish as an ArcFort Weld rating without exact-product Level A confirmation and test conditions.
15ak-standard-assembly-duty-cycle,mig-series-15ak,family,standard-assembly,15AK Complete Torch Catalog Assembly,,standard-assembly,15AK Complete Torch Catalog Assembly,duty_cycle,Catalog Duty Cycle,60,%,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Catalog reference only; confirm the exact supplied torch and applicable test conditions.
15ak-standard-assembly-wire-size,mig-series-15ak,family,standard-assembly,15AK Complete Torch Catalog Assembly,,standard-assembly,15AK Complete Torch Catalog Assembly,wire_size,Catalog Wire Size Range,0.6-1.0,mm,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,"Catalog assembly range only; confirm the selected liner, contact tip and welding wire together."
15ak-av-torch-2-5m-presence,mig-series-15ak,variant,av-complete-torch,ORK 15AK Air Valve Torch,assembly,av-torch-2-5m,ORK 15AK Air Valve Torch 2.5 m,component_presence,Catalog Component,ORK 15AK Air Valve Torch 2.5 m,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,ORK 15AK Air Valve Torch catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-torch-2-5m-cable-length,mig-series-15ak,variant,av-complete-torch,ORK 15AK Air Valve Torch,assembly,av-torch-2-5m,ORK 15AK Air Valve Torch 2.5 m,cable_length,Catalog Cable Length,2.5,m,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the complete supplied cable assembly length.
15ak-av-torch-3m-presence,mig-series-15ak,variant,av-complete-torch,ORK 15AK Air Valve Torch,assembly,av-torch-3m,ORK 15AK Air Valve Torch 3 m,component_presence,Catalog Component,ORK 15AK Air Valve Torch 3 m,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,ORK 15AK Air Valve Torch catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-torch-3m-cable-length,mig-series-15ak,variant,av-complete-torch,ORK 15AK Air Valve Torch,assembly,av-torch-3m,ORK 15AK Air Valve Torch 3 m,cable_length,Catalog Cable Length,3,m,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the complete supplied cable assembly length.
15ak-av-nozzle-cylindrical-16mm-presence,mig-series-15ak,variant,av-gas-nozzle,Gas Nozzle,1,av-nozzle-cylindrical-16mm,Air-Valve Arrangement Cylindrical Nozzle 16 mm,component_presence,Catalog Component,Air-Valve Arrangement Cylindrical Nozzle 16 mm,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-nozzle-cylindrical-16mm-nozzle-profile,mig-series-15ak,variant,av-gas-nozzle,Gas Nozzle,1,av-nozzle-cylindrical-16mm,Air-Valve Arrangement Cylindrical Nozzle 16 mm,profile,Nozzle Profile,Cylindrical,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the profile against the exact supplied nozzle.
15ak-av-nozzle-cylindrical-16mm-catalog-opening-diameter,mig-series-15ak,variant,av-gas-nozzle,Gas Nozzle,1,av-nozzle-cylindrical-16mm,Air-Valve Arrangement Cylindrical Nozzle 16 mm,opening,Catalog Opening Diameter,16,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the opening on the same exact supplied nozzle.
15ak-av-nozzle-cylindrical-16mm-catalog-diagram-length,mig-series-15ak,variant,av-gas-nozzle,Gas Nozzle,1,av-nozzle-cylindrical-16mm,Air-Valve Arrangement Cylindrical Nozzle 16 mm,overall_length,Catalog Diagram Length,53,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; verify this value for the exact listed profile.
15ak-av-nozzle-cylindrical-16mm-catalog-diagram-outside-diameter,mig-series-15ak,variant,av-gas-nozzle,Gas Nozzle,1,av-nozzle-cylindrical-16mm,Air-Valve Arrangement Cylindrical Nozzle 16 mm,outside_diameter,Catalog Diagram Outside Diameter,18,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; verify this value for the exact listed profile.
15ak-av-nozzle-conical-12mm-presence,mig-series-15ak,variant,av-gas-nozzle,Gas Nozzle,1,av-nozzle-conical-12mm,Air-Valve Arrangement Conical Nozzle 12 mm,component_presence,Catalog Component,Air-Valve Arrangement Conical Nozzle 12 mm,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-nozzle-conical-12mm-nozzle-profile,mig-series-15ak,variant,av-gas-nozzle,Gas Nozzle,1,av-nozzle-conical-12mm,Air-Valve Arrangement Conical Nozzle 12 mm,profile,Nozzle Profile,Conical,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the profile against the exact supplied nozzle.
15ak-av-nozzle-conical-12mm-catalog-opening-diameter,mig-series-15ak,variant,av-gas-nozzle,Gas Nozzle,1,av-nozzle-conical-12mm,Air-Valve Arrangement Conical Nozzle 12 mm,opening,Catalog Opening Diameter,12,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the opening on the same exact supplied nozzle.
15ak-av-nozzle-conical-12mm-catalog-diagram-length,mig-series-15ak,variant,av-gas-nozzle,Gas Nozzle,1,av-nozzle-conical-12mm,Air-Valve Arrangement Conical Nozzle 12 mm,overall_length,Catalog Diagram Length,53,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; verify this value for the exact listed profile.
15ak-av-nozzle-conical-12mm-catalog-diagram-outside-diameter,mig-series-15ak,variant,av-gas-nozzle,Gas Nozzle,1,av-nozzle-conical-12mm,Air-Valve Arrangement Conical Nozzle 12 mm,outside_diameter,Catalog Diagram Outside Diameter,18,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; verify this value for the exact listed profile.
15ak-av-nozzle-tapered-9-5mm-presence,mig-series-15ak,variant,av-gas-nozzle,Gas Nozzle,1,av-nozzle-tapered-9-5mm,Air-Valve Arrangement Tapered Nozzle 9.5 mm,component_presence,Catalog Component,Air-Valve Arrangement Tapered Nozzle 9.5 mm,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-nozzle-tapered-9-5mm-nozzle-profile,mig-series-15ak,variant,av-gas-nozzle,Gas Nozzle,1,av-nozzle-tapered-9-5mm,Air-Valve Arrangement Tapered Nozzle 9.5 mm,profile,Nozzle Profile,Tapered,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the profile against the exact supplied nozzle.
15ak-av-nozzle-tapered-9-5mm-catalog-opening-diameter,mig-series-15ak,variant,av-gas-nozzle,Gas Nozzle,1,av-nozzle-tapered-9-5mm,Air-Valve Arrangement Tapered Nozzle 9.5 mm,opening,Catalog Opening Diameter,9.5,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the opening on the same exact supplied nozzle.
15ak-av-nozzle-tapered-9-5mm-catalog-diagram-length,mig-series-15ak,variant,av-gas-nozzle,Gas Nozzle,1,av-nozzle-tapered-9-5mm,Air-Valve Arrangement Tapered Nozzle 9.5 mm,overall_length,Catalog Diagram Length,53,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; verify this value for the exact listed profile.
15ak-av-nozzle-tapered-9-5mm-catalog-diagram-outside-diameter,mig-series-15ak,variant,av-gas-nozzle,Gas Nozzle,1,av-nozzle-tapered-9-5mm,Air-Valve Arrangement Tapered Nozzle 9.5 mm,outside_diameter,Catalog Diagram Outside Diameter,18,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; verify this value for the exact listed profile.
15ak-av-tip-ecu-0-6mm-presence,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-0-6mm,Air-Valve Arrangement E-Cu Contact Tip 0.6 mm,component_presence,Catalog Component,Air-Valve Arrangement E-Cu Contact Tip 0.6 mm,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-tip-ecu-0-6mm-catalog-material,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-0-6mm,Air-Valve Arrangement E-Cu Contact Tip 0.6 mm,material,Catalog Material,E-Cu,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the supplied material grade for the exact candidate.
15ak-av-tip-ecu-0-6mm-catalog-wire-size,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-0-6mm,Air-Valve Arrangement E-Cu Contact Tip 0.6 mm,wire_size,Catalog Wire Size,0.6,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the bore and genuine marking on the exact candidate.
15ak-av-tip-ecu-0-6mm-catalog-thread,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-0-6mm,Air-Valve Arrangement E-Cu Contact Tip 0.6 mm,thread,Catalog Thread,M6,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; confirm the mating holder on the exact candidate.
15ak-av-tip-ecu-0-6mm-catalog-overall-length,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-0-6mm,Air-Valve Arrangement E-Cu Contact Tip 0.6 mm,overall_length,Catalog Overall Length,25,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; measure the exact candidate before confirmation.
15ak-av-tip-ecu-0-8mm-presence,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-0-8mm,Air-Valve Arrangement E-Cu Contact Tip 0.8 mm,component_presence,Catalog Component,Air-Valve Arrangement E-Cu Contact Tip 0.8 mm,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-tip-ecu-0-8mm-catalog-material,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-0-8mm,Air-Valve Arrangement E-Cu Contact Tip 0.8 mm,material,Catalog Material,E-Cu,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the supplied material grade for the exact candidate.
15ak-av-tip-ecu-0-8mm-catalog-wire-size,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-0-8mm,Air-Valve Arrangement E-Cu Contact Tip 0.8 mm,wire_size,Catalog Wire Size,0.8,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the bore and genuine marking on the exact candidate.
15ak-av-tip-ecu-0-8mm-catalog-thread,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-0-8mm,Air-Valve Arrangement E-Cu Contact Tip 0.8 mm,thread,Catalog Thread,M6,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; confirm the mating holder on the exact candidate.
15ak-av-tip-ecu-0-8mm-catalog-overall-length,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-0-8mm,Air-Valve Arrangement E-Cu Contact Tip 0.8 mm,overall_length,Catalog Overall Length,25,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; measure the exact candidate before confirmation.
15ak-av-tip-ecu-0-9mm-presence,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-0-9mm,Air-Valve Arrangement E-Cu Contact Tip 0.9 mm,component_presence,Catalog Component,Air-Valve Arrangement E-Cu Contact Tip 0.9 mm,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Air-Valve Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-av-tip-ecu-0-9mm-catalog-material,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-0-9mm,Air-Valve Arrangement E-Cu Contact Tip 0.9 mm,material,Catalog Material,E-Cu,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the supplied material grade for the exact candidate.
15ak-av-tip-ecu-0-9mm-catalog-wire-size,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-0-9mm,Air-Valve Arrangement E-Cu Contact Tip 0.9 mm,wire_size,Catalog Wire Size,0.9,mm,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the bore and genuine marking on the exact candidate.
15ak-av-tip-ecu-0-9mm-catalog-thread,mig-series-15ak,variant,av-contact-tip,Contact Tip,2,av-tip-ecu-0-9mm,Air-Valve Arrangement E-Cu Contact Tip 0.9 mm,thread,Catalog Thread,M6,,"Renqiu Ailesen welding catalog PDF page 7 (catalog pages 7-8), ORK 15AK air-valve torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; confirm the mating holder on the exact candidate.
